supplier_id,quarter,supplier_tier,defect_rate_pct,on_time_delivery_pct,team_size,audit_score
SUP133,Q1-2022,T1,5.24,89.3,17,95
SUP133,Q2-2022,tier 1,7.76,87.6,17,69
SUP133,Q3-2022,tier 1,6.32,83.1,17,75
SUP133,Q4-2022,tier 1,6.21,80.4,17,94
SUP133,Q1-2023,tier-1,4.27,89.0,17,94
SUP133,Q2-2023,T1,0.86,83.7,17,94
SUP133,Q3-2023,tier-1,3.83,88.4,17,68
SUP133,Q4-2023,tier-1,0.15,87.6,17,94
SUP134,Q1-2022,T3,1.05,86.3,20,84
SUP134,Q2-2022,tier-3,1.5,93.9,20,64
SUP134,Q3-2022,tier-3,4.13,96.4,20,72
SUP134,Q4-2022,Tier 3,0.91,84.3,20,85
SUP134,Q1-2023,Tier 3,6.11,83.2,20,77
SUP134,Q2-2023,Tier 3,3.31,94.2,20,97
SUP134,Q3-2023,Tier 3,4.46,93.2,20,94
SUP134,Q4-2023,tier-3,1.87,89.6,20,86
SUP135,Q1-2022,Tier 1,5.23,88.1,20,80
SUP135,Q2-2022,tier-1,5.33,96.2,20,80
SUP135,Q3-2022,tier 1,2.93,79.0,20,67
SUP135,Q4-2022,tier 1,3.95,85.5,20,61
SUP135,Q1-2023,tier 1,7.84,83.3,20,65
SUP135,Q2-2023,tier 1,0.56,92.3,20,89
SUP135,Q4-2023,tier 1,2.0,93.7,20,94
SUP136,Q1-2022,T2,0.2,92.8,20,85
SUP136,Q2-2022,Tier 2,2.19,95.1,20,99
SUP136,Q3-2022,tier-2,5.28,93.9,20,68
SUP136,Q4-2022,tier 2,4.61,84.4,20,61
SUP136,Q1-2023,Tier 2,1.3,85.6,20,77
SUP136,Q2-2023,tier-2,6.57,79.7,20,93
SUP136,Q3-2023,tier 2,0.6,92.2,20,86
SUP136,Q4-2023,tier-2,7.85,92.1,20,91
SUP137,Q1-2022,T1,7.3,91.5,15,90
SUP137,Q2-2022,tier 1,1.88,88.4,15,98
SUP137,Q3-2022,Tier 1,1.69,98.5,15,89
SUP137,Q4-2022,Tier 1,1.45,85.0,15,60
SUP137,Q1-2023,T1,7.38,98.7,15,75
SUP137,Q2-2023,tier-1,5.6,84.8,15,97
SUP137,Q3-2023,T1,0.85,98.4,15,94
SUP137,Q4-2023,T1,2.43,92.2,15,88
SUP138,Q1-2022,tier-2,2.29,80.9,14,79
SUP138,Q2-2022,tier-2,4.1,82.5,14,81
SUP138,Q3-2022,Tier 2,5.11,96.9,14,80
SUP138,Q4-2022,Tier 2,6.8,84.9,14,64
SUP138,Q1-2023,tier 2,2.12,83.7,14,66
SUP138,Q2-2023,tier 2,2.17,91.6,14,77
SUP138,Q4-2023,T2,5.52,81.7,14,99
SUP139,Q1-2022,tier 1,0.01,87.9,9,77
SUP139,Q2-2022,T1,7.96,97.3,9,61
SUP139,Q3-2022,tier-1,2.48,87.7,9,68
SUP139,Q4-2022,Tier 1,1.01,80.6,9,93
SUP139,Q1-2023,tier 1,6.96,96.5,9,64
SUP139,Q2-2023,Tier 1,1.25,92.4,9,64
SUP139,Q3-2023,tier 1,3.64,79.7,9,77
SUP139,Q4-2023,Tier 1,6.49,85.1,9,83
SUP140,Q1-2022,Tier 2,1.26,84.4,12,94
SUP140,Q3-2022,tier-2,5.28,81.0,12,61
SUP140,Q4-2022,tier 2,0.62,96.4,12,64
SUP140,Q1-2023,tier 2,0.37,94.0,12,73
SUP140,Q2-2023,tier 2,2.78,84.0,12,89
SUP140,Q3-2023,tier-2,6.85,93.3,12,60
SUP140,Q4-2023,Tier 2,5.82,95.9,12,78
SUP141,Q1-2022,Tier 2,3.2,88.0,13,75
SUP141,Q2-2022,tier-2,6.21,98.5,13,99
SUP141,Q3-2022,T2,2.99,80.8,13,77
SUP141,Q4-2022,tier 2,0.69,87.0,13,77
SUP141,Q1-2023,tier-2,6.35,83.2,13,66
SUP141,Q2-2023,Tier 2,7.21,89.9,13,62
SUP141,Q3-2023,tier 2,4.72,88.6,13,67
SUP141,Q4-2023,Tier 2,3.57,89.4,13,89
SUP142,Q1-2022,tier 1,0.56,85.1,10,88
SUP142,Q2-2022,tier 1,4.84,86.6,10,92
SUP142,Q3-2022,Tier 1,7.33,85.2,10,85
SUP142,Q4-2022,tier 1,5.97,92.3,10,69
SUP142,Q2-2023,tier-1,5.11,82.4,10,60
SUP142,Q3-2023,tier-1,2.29,79.5,10,69
SUP143,Q1-2022,tier-1,6.95,80.3,15,77
SUP143,Q2-2022,T1,4.24,85.6,15,67
SUP143,Q3-2022,Tier 1,4.36,86.7,15,79
SUP143,Q4-2022,Tier 1,0.52,97.6,15,72
SUP143,Q1-2023,T1,7.38,88.7,15,80
SUP143,Q2-2023,tier-1,2.18,91.8,15,63
SUP143,Q3-2023,tier-1,5.68,91.5,15,82
SUP143,Q4-2023,T1,0.04,87.4,15,97
SUP144,Q2-2022,Tier 1,0.66,83.8,5,90
SUP144,Q3-2022,T1,7.98,97.2,5,86
SUP144,Q4-2022,tier-1,7.74,96.2,5,66
SUP144,Q1-2023,T1,1.09,92.4,5,72
SUP144,Q2-2023,T1,0.13,83.8,5,97
SUP144,Q3-2023,T1,1.45,81.9,5,98
SUP144,Q4-2023,Tier 1,6.74,93.9,5,82
SUP145,Q1-2022,tier 1,0.37,87.7,13,78
SUP145,Q2-2022,tier 1,3.27,90.5,13,92
SUP145,Q3-2022,tier 1,4.63,88.9,13,68
SUP145,Q4-2022,tier-1,7.52,87.0,13,87
SUP145,Q2-2023,tier-1,4.0,89.4,13,96
SUP145,Q3-2023,T1,2.2,92.0,13,82
SUP145,Q4-2023,tier 1,3.29,86.4,13,93
SUP146,Q1-2022,tier 1,6.29,97.1,8,67
SUP146,Q2-2022,tier 1,5.46,93.5,8,83
SUP146,Q3-2022,tier-1,6.61,79.5,8,76
SUP146,Q4-2022,tier-1,1.25,96.5,8,60
SUP146,Q1-2023,Tier 1,2.2,87.0,8,70
SUP146,Q2-2023,tier-1,1.1,91.8,8,75
SUP146,Q3-2023,Tier 1,6.2,82.2,8,74
SUP146,Q4-2023,tier-1,1.0,79.8,8,89
SUP147,Q1-2022,tier 2,5.04,78.5,7,97
SUP147,Q2-2022,Tier 2,4.04,96.6,7,71
SUP147,Q3-2022,Tier 2,5.3,80.4,7,70
SUP147,Q4-2022,tier-2,1.9,87.3,7,96
SUP147,Q1-2023,tier-2,1.96,92.6,7,85
SUP147,Q2-2023,Tier 2,4.15,89.6,7,91
SUP147,Q3-2023,Tier 2,3.1,85.6,7,68
SUP147,Q4-2023,tier 2,4.77,90.7,7,74
SUP148,Q1-2022,Tier 2,6.76,80.3,11,64
SUP148,Q2-2022,tier 2,8.0,82.7,11,87
SUP148,Q3-2022,T2,3.54,83.6,11,87
SUP148,Q4-2022,tier-2,1.77,88.6,11,87
SUP148,Q1-2023,tier 2,6.34,88.5,11,85
SUP148,Q2-2023,T2,7.03,92.9,11,71
SUP148,Q3-2023,Tier 2,7.04,80.6,11,69
SUP148,Q4-2023,tier 2,0.96,87.8,11,87
SUP149,Q1-2022,tier-1,2.59,95.1,5,75
SUP149,Q2-2022,Tier 1,5.34,97.3,5,64
SUP149,Q3-2022,T1,1.29,83.8,5,76
SUP149,Q4-2022,Tier 1,3.8,85.2,5,93
SUP149,Q1-2023,T1,5.73,84.0,5,68
SUP149,Q2-2023,tier 1,5.04,94.5,5,70
SUP149,Q3-2023,tier 1,1.23,85.6,5,70
SUP149,Q4-2023,T1,5.05,81.9,5,75
SUP150,Q2-2022,tier-2,7.87,89.2,22,82
SUP150,Q3-2022,tier-2,6.26,91.8,22,92
SUP150,Q4-2022,tier 2,1.82,93.6,22,84
SUP150,Q1-2023,tier 2,1.82,83.0,22,69
SUP150,Q2-2023,tier-2,1.94,85.6,22,86
SUP150,Q3-2023,Tier 2,1.27,88.2,22,88
SUP150,Q4-2023,tier-2,1.89,78.2,22,60
