reporting_country,partner_country,year,flow_type,hs_code,product_category,trade_value_usd,reporting_date,exporter_gdp_usd
India,France,2019,export,848823,Machinery,3584956377.0,2019-10-01,3100000000000.0
France,India,2019,import,848823,Machinery,3809260422.0,2019-10-01,3100000000000.0
India,France,2019,export,851741,Electronics,2253727315.0,2019-11-14,3100000000000.0
France,India,2019,import,851741,Electronics,2257370598.0,2019-11-14,3100000000000.0
India,France,2019,export,877446,Vehicles,784439237.0,2019-06-12,3100000000000.0
France,India,2019,import,877446,Vehicles,821169643.0,2019-06-12,3100000000000.0
India,France,2019,export,282002,Chemicals,4417243537.0,2019-06-27,3100000000000.0
France,India,2019,import,282002,Chemicals,4549175333.0,2019-06-27,3100000000000.0
India,France,2019,export,523938,Textiles,4418633897.0,2019-03-19,3100000000000.0
France,India,2019,import,523938,Textiles,4402617929.0,2019-03-19,3100000000000.0
India,France,2020,export,843648,Machinery,4786453020.0,2020-06-01,3100000000000.0
France,India,2020,import,843648,Machinery,5068060251.0,2020-06-01,3100000000000.0
India,France,2020,export,856260,Electronics,2358202389.0,2020-04-09,3100000000000.0
France,India,2020,import,856260,Electronics,2386595727.0,2020-04-09,3100000000000.0
India,France,2020,export,879876,Vehicles,175771375.0,2020-04-19,3100000000000.0
France,India,2020,import,879876,Vehicles,176016646.0,2020-04-19,3100000000000.0
India,France,2020,export,296183,Chemicals,420345130.0,2020-06-02,3100000000000.0
France,India,2020,import,296183,Chemicals,443007287.0,2020-06-02,3100000000000.0
India,France,2020,export,528798,Textiles,2891913303.0,2020-12-08,3100000000000.0
France,India,2020,import,528798,Textiles,3073369153.0,2020-12-08,3100000000000.0
India,France,2021,export,848631,Machinery,3179912023.0,2021-05-29,3100000000000.0
France,India,2021,import,848631,Machinery,3236215273.0,2021-05-29,3100000000000.0
India,France,2021,export,283575,Chemicals,387764181.0,2022-01-18,3100000000000.0
France,India,2021,import,283575,Chemicals,381593193.0,2022-01-18,3100000000000.0
India,France,2021,export,502560,Textiles,4146473957.0,2022-02-24,3100000000000.0
France,India,2021,import,502560,Textiles,4233701784.0,2022-02-24,3100000000000.0
India,France,2022,export,44954,Electronics,1932172123.0,2023-02-20,3100000000000.0
France,India,2022,import,44954,Electronics,1972798022.0,2023-02-20,3100000000000.0
India,France,2022,export,878923,Vehicles,4312618461.0,2023-03-20,3100000000000.0
France,India,2022,import,878923,Vehicles,4229337800.0,2023-03-20,3100000000000.0
India,France,2022,export,297639,Chemicals,4664362815.0,2022-02-12,3100000000000.0
France,India,2022,import,297639,Chemicals,5005542556.0,2022-02-12,3100000000000.0
India,France,2022,export,504707,Textiles,2273944713.0,2022-02-27,3100000000000.0
France,India,2022,import,504707,Textiles,2271846062.0,2022-02-27,3100000000000.0
India,France,2023,export,843766,Machinery,1296615414.0,2023-09-18,3100000000000.0
France,India,2023,import,843766,Machinery,1391486073.0,2023-09-18,3100000000000.0
India,France,2023,export,859621,Electronics,4528003567.0,2024-02-29,3100000000000.0
France,India,2023,import,859621,Electronics,4784614076.0,2024-02-29,3100000000000.0
India,France,2023,export,876351,Vehicles,844830275.0,2023-02-25,3100000000000.0
France,India,2023,import,876351,Vehicles,871914946.0,2023-02-25,3100000000000.0
India,France,2023,export,282779,Chemicals,2455665601.0,2024-02-16,3100000000000.0
France,India,2023,import,282779,Chemicals,2569766805.0,2024-02-16,3100000000000.0
India,France,2023,export,520544,Textiles,243900840.0,2023-02-15,3100000000000.0
France,India,2023,import,520544,Textiles,257793582.0,2023-02-15,3100000000000.0
India,USA,2019,export,849755,Machinery,259985413.0,2019-06-01,3100000000000.0
USA,India,2019,import,849755,Machinery,276017866.0,2019-06-01,3100000000000.0
India,USA,2019,export,855935,Electronics,3688001865.0,2020-02-11,3100000000000.0
USA,India,2019,import,855935,Electronics,3711358637.0,2020-02-11,3100000000000.0
India,USA,2019,export,510522,Textiles,1401689563.0,2019-02-27,3100000000000.0
USA,India,2019,import,510522,Textiles,1524711976.0,2019-02-27,3100000000000.0
India,USA,2020,export,842457,Machinery,1563584530.0,2021-02-05,3100000000000.0
USA,India,2020,import,842457,Machinery,1650965908.0,2021-02-05,3100000000000.0
India,USA,2020,export,850522,Electronics,7585542.0,2020-06-07,3100000000000.0
USA,India,2020,import,850522,Electronics,7519340.0,2020-06-07,3100000000000.0
India,USA,2020,export,295884,Chemicals,3705765083.0,2021-01-25,3100000000000.0
USA,India,2020,import,295884,Chemicals,3815502627.0,2021-01-25,3100000000000.0
India,USA,2020,export,529264,Textiles,2027694876.0,2020-09-14,3100000000000.0
USA,India,2020,import,529264,Textiles,2216365647.0,2020-09-14,3100000000000.0
India,USA,2021,export,847079,Machinery,625276424.0,2021-02-19,3100000000000.0
USA,India,2021,import,847079,Machinery,642678837.0,2021-02-19,3100000000000.0
India,USA,2021,export,874898,Vehicles,4388011995.0,2022-01-01,3100000000000.0
USA,India,2021,import,874898,Vehicles,4323799322.0,2022-01-01,3100000000000.0
India,USA,2021,export,536108,Textiles,3539258695.0,2021-06-18,3100000000000.0
USA,India,2021,import,536108,Textiles,3559287039.0,2021-06-18,3100000000000.0
India,USA,2022,export,878633,Vehicles,3519186587.0,2022-06-02,3100000000000.0
USA,India,2022,import,878633,Vehicles,3738147323.0,2022-06-02,3100000000000.0
India,USA,2022,export,295845,Chemicals,4557204989.0,2022-12-27,3100000000000.0
USA,India,2022,import,295845,Chemicals,4510092146.0,2022-12-27,3100000000000.0
India,USA,2022,export,521748,Textiles,1318842094.0,2022-04-09,3100000000000.0
USA,India,2022,import,521748,Textiles,1334715310.0,2022-04-09,3100000000000.0
India,USA,2023,export,848598,Machinery,3051588170.0,2023-10-31,3100000000000.0
USA,India,2023,import,848598,Machinery,3231184570.0,2023-10-31,3100000000000.0
India,USA,2023,export,859327,Electronics,654117414.0,2023-10-30,3100000000000.0
USA,India,2023,import,859327,Electronics,656747452.0,2023-10-30,3100000000000.0
India,USA,2023,export,872342,Vehicles,100375534.0,2023-05-29,3100000000000.0
USA,India,2023,import,872342,Vehicles,100073914.0,2023-05-29,3100000000000.0
India,USA,2023,export,281201,Chemicals,2252728467.0,2023-12-29,3100000000000.0
USA,India,2023,import,281201,Chemicals,2434477014.0,2023-12-29,3100000000000.0
India,USA,2023,export,531314,Textiles,3373936366.0,2023-12-25,3100000000000.0
USA,India,2023,import,531314,Textiles,3651743130.0,2023-12-25,3100000000000.0
India,China,2019,export,843428,Machinery,843281291.0,2019-11-04,3100000000000.0
China,India,2019,import,843428,Machinery,908970210.0,2019-11-04,3100000000000.0
India,China,2019,export,870408,Vehicles,4418515087.0,2019-11-17,3100000000000.0
China,India,2019,import,870408,Vehicles,4803142272.0,2019-11-17,3100000000000.0
India,China,2019,export,284804,Chemicals,1219788936.0,2020-03-30,3100000000000.0
China,India,2019,import,284804,Chemicals,1264610325.0,2020-03-30,3100000000000.0
India,China,2020,export,840022,Machinery,4465310902.0,2020-08-10,3100000000000.0
China,India,2020,import,840022,Machinery,4708958668.0,2020-08-10,3100000000000.0
India,China,2020,export,854532,Electronics,3139213927.0,2020-01-31,3100000000000.0
China,India,2020,import,854532,Electronics,3424482048.0,2020-01-31,3100000000000.0
India,China,2020,export,871372,Vehicles,3166800954.0,2020-10-20,3100000000000.0
China,India,2020,import,871372,Vehicles,3313410563.0,2020-10-20,3100000000000.0
India,China,2020,export,287612,Chemicals,445267558.0,2020-01-20,3100000000000.0
China,India,2020,import,287612,Chemicals,469458939.0,2020-01-20,3100000000000.0
India,China,2021,export,850807,Electronics,3139162258.0,2022-03-14,3100000000000.0
China,India,2021,import,850807,Electronics,3432518187.0,2022-03-14,3100000000000.0
India,China,2022,export,852003,Electronics,4564670557.0,2022-05-09,3100000000000.0
China,India,2022,import,852003,Electronics,4809377674.0,2022-05-09,3100000000000.0
India,China,2022,export,875827,Vehicles,3893297561.0,2023-03-09,3100000000000.0
China,India,2022,import,875827,Vehicles,4185302825.0,2023-03-09,3100000000000.0
India,China,2022,export,294222,Chemicals,325073784.0,2023-02-04,3100000000000.0
China,India,2022,import,294222,Chemicals,340185652.0,2023-02-04,3100000000000.0
India,China,2023,export,531520,Textiles,3069535212.0,2024-01-05,3100000000000.0
China,India,2023,import,531520,Textiles,3256331131.0,2024-01-05,3100000000000.0
India,Japan,2019,export,844397,Machinery,1513951729.0,2019-03-08,3100000000000.0
Japan,India,2019,import,844397,Machinery,1577560816.0,2019-03-08,3100000000000.0
India,Japan,2019,export,850189,Electronics,3646841804.0,2019-12-23,3100000000000.0
Japan,India,2019,import,850189,Electronics,3804829846.0,2019-12-23,3100000000000.0
India,Japan,2019,export,503214,Textiles,1615539001.0,2020-03-21,3100000000000.0
Japan,India,2019,import,503214,Textiles,1629959025.0,2020-03-21,3100000000000.0
India,Japan,2020,export,841405,Machinery,3242834666.0,2020-04-11,3100000000000.0
Japan,India,2020,import,841405,Machinery,3207093366.0,2020-04-11,3100000000000.0
India,Japan,2020,export,873243,Vehicles,2354613095.0,2020-05-27,3100000000000.0
Japan,India,2020,import,873243,Vehicles,2493051737.0,2020-05-27,3100000000000.0
India,Japan,2020,export,505623,Textiles,3222686576.0,2020-05-10,3100000000000.0
Japan,India,2020,import,505623,Textiles,3332598290.0,2020-05-10,3100000000000.0
India,Japan,2021,export,846076,Machinery,4577406214.0,2021-12-18,3100000000000.0
Japan,India,2021,import,846076,Machinery,4560838334.0,2021-12-18,3100000000000.0
India,Japan,2021,export,291845,Chemicals,3607748877.0,2021-12-03,3100000000000.0
Japan,India,2021,import,291845,Chemicals,3912008815.0,2021-12-03,3100000000000.0
India,Japan,2021,export,538679,Textiles,4245438390.0,2022-02-08,3100000000000.0
Japan,India,2021,import,538679,Textiles,4277459239.0,2022-02-08,3100000000000.0
India,Japan,2022,export,847360,Machinery,59224721.0,2023-03-20,3100000000000.0
Japan,India,2022,import,847360,Machinery,60365019.0,2023-03-20,3100000000000.0
India,Japan,2022,export,873671,Vehicles,1797814315.0,2022-01-21,3100000000000.0
Japan,India,2022,import,873671,Vehicles,1915395242.0,2022-01-21,3100000000000.0
India,Japan,2022,export,534616,Textiles,4909212342.0,2022-08-26,3100000000000.0
Japan,India,2022,import,534616,Textiles,5251988994.0,2022-08-26,3100000000000.0
India,Japan,2023,export,858347,Electronics,3562834987.0,2023-09-08,3100000000000.0
Japan,India,2023,import,858347,Electronics,3691475332.0,2023-09-08,3100000000000.0
India,Japan,2023,export,293748,Chemicals,813536129.0,2024-01-06,3100000000000.0
Japan,India,2023,import,293748,Chemicals,860250763.0,2024-01-06,3100000000000.0
India,Japan,2023,export,505748,Textiles,4404848565.0,2023-05-25,3100000000000.0
Japan,India,2023,import,505748,Textiles,4656334040.0,2023-05-25,3100000000000.0
India,Brazil,2019,export,844331,Machinery,726190658.0,2019-11-25,3100000000000.0
Brazil,India,2019,import,844331,Machinery,792064377.0,2019-11-25,3100000000000.0
India,Brazil,2019,export,853591,Electronics,3256466810.0,2020-02-11,3100000000000.0
Brazil,India,2019,import,853591,Electronics,3425139063.0,2020-02-11,3100000000000.0
India,Brazil,2019,export,878457,Vehicles,410264493.0,2019-10-06,3100000000000.0
Brazil,India,2019,import,878457,Vehicles,407546672.0,2019-10-06,3100000000000.0
India,Brazil,2020,export,68065,Electronics,3952364356.0,2020-08-03,3100000000000.0
Brazil,India,2020,import,68065,Electronics,4116385026.0,2020-08-03,3100000000000.0
India,Brazil,2020,export,289653,Chemicals,569176767.0,2020-02-15,3100000000000.0
Brazil,India,2020,import,289653,Chemicals,572611454.0,2020-02-15,3100000000000.0
India,Brazil,2020,export,518398,Textiles,2304031424.0,2020-05-21,3100000000000.0
Brazil,India,2020,import,518398,Textiles,2521307839.0,2020-05-21,3100000000000.0
India,Brazil,2021,export,840883,Machinery,639007418.0,2021-09-23,3100000000000.0
Brazil,India,2021,import,840883,Machinery,675031752.0,2021-09-23,3100000000000.0
India,Brazil,2021,export,858641,Electronics,3603207898.0,2021-06-20,3100000000000.0
Brazil,India,2021,import,858641,Electronics,3701497715.0,2021-06-20,3100000000000.0
India,Brazil,2021,export,879203,Vehicles,3828524068.0,2021-07-26,3100000000000.0
Brazil,India,2021,import,879203,Vehicles,4152699520.0,2021-07-26,3100000000000.0
India,Brazil,2021,export,298329,Chemicals,1021317363.0,2021-05-16,3100000000000.0
Brazil,India,2021,import,298329,Chemicals,1096378401.0,2021-05-16,3100000000000.0
India,Brazil,2021,export,528026,Textiles,2309482231.0,2021-11-06,3100000000000.0
Brazil,India,2021,import,528026,Textiles,2414015721.0,2021-11-06,3100000000000.0
India,Brazil,2022,export,849713,Machinery,84797099.0,2022-10-06,3100000000000.0
Brazil,India,2022,import,849713,Machinery,85128298.0,2022-10-06,3100000000000.0
India,Brazil,2022,export,870265,Vehicles,3449152467.0,2023-01-31,3100000000000.0
Brazil,India,2022,import,870265,Vehicles,3454400079.0,2023-01-31,3100000000000.0
India,Brazil,2022,export,524065,Textiles,228900117.0,2023-03-17,3100000000000.0
Brazil,India,2022,import,524065,Textiles,238911685.0,2023-03-17,3100000000000.0
India,Brazil,2023,export,857414,Electronics,1128173499.0,2024-02-04,3100000000000.0
Brazil,India,2023,import,857414,Electronics,1203473379.0,2024-02-04,3100000000000.0
India,Brazil,2023,export,876121,Vehicles,2660872884.0,2023-12-22,3100000000000.0
Brazil,India,2023,import,876121,Vehicles,2643425796.0,2023-12-22,3100000000000.0
India,Brazil,2023,export,298986,Chemicals,1089283627.0,2023-12-22,3100000000000.0
Brazil,India,2023,import,298986,Chemicals,1085429725.0,2023-12-22,3100000000000.0
India,UK,2019,export,847412,Machinery,2525456313.0,2019-07-16,3100000000000.0
UK,India,2019,import,847412,Machinery,3317872804.0,2019-07-16,3100000000000.0
India,UK,2019,export,856167,Electronics,2724596971.0,2019-12-09,3100000000000.0
UK,India,2019,import,856167,Electronics,3593932676.0,2019-12-09,3100000000000.0
India,UK,2019,export,873581,Vehicles,4476126770.0,2019-10-24,3100000000000.0
UK,India,2019,import,873581,Vehicles,5490558773.0,2019-10-24,3100000000000.0
India,UK,2019,export,287288,Chemicals,4011898864.0,2019-09-17,3100000000000.0
UK,India,2019,import,287288,Chemicals,5339039089.0,2019-09-17,3100000000000.0
India,UK,2019,export,501315,Textiles,2676662790.0,2019-11-04,3100000000000.0
UK,India,2019,import,501315,Textiles,3261028499.0,2019-11-04,3100000000000.0
India,UK,2020,export,852045,Electronics,959040387.0,2021-02-28,3100000000000.0
UK,India,2020,import,852045,Electronics,1176876870.0,2021-02-28,3100000000000.0
India,UK,2020,export,92620,Chemicals,429889911.0,2020-05-08,3100000000000.0
UK,India,2020,import,92620,Chemicals,525417110.0,2020-05-08,3100000000000.0
India,UK,2020,export,533778,Textiles,2886924363.0,2020-10-10,3100000000000.0
UK,India,2020,import,533778,Textiles,3461618280.0,2020-10-10,3100000000000.0
India,UK,2021,export,840331,Machinery,2492223672.0,2022-02-08,3100000000000.0
UK,India,2021,import,840331,Machinery,3264475152.0,2022-02-08,3100000000000.0
India,UK,2021,export,859786,Electronics,2072702141.0,2022-01-19,3100000000000.0
UK,India,2021,import,859786,Electronics,2616060994.0,2022-01-19,3100000000000.0
India,UK,2021,export,879891,Vehicles,290968014.0,2021-10-01,3100000000000.0
UK,India,2021,import,879891,Vehicles,357345725.0,2021-10-01,3100000000000.0
India,UK,2021,export,83262,Chemicals,2586904187.0,2021-11-29,3100000000000.0
UK,India,2021,import,83262,Chemicals,3306244803.0,2021-11-29,3100000000000.0
India,UK,2022,export,849263,Machinery,61534334.0,2022-09-01,3100000000000.0
UK,India,2022,import,849263,Machinery,77332623.0,2022-09-01,3100000000000.0
India,UK,2022,export,857585,Electronics,1777948108.0,2022-09-16,3100000000000.0
UK,India,2022,import,857585,Electronics,2274405643.0,2022-09-16,3100000000000.0
India,UK,2022,export,873800,Vehicles,3827469469.0,2022-06-20,3100000000000.0
UK,India,2022,import,873800,Vehicles,4580360248.0,2022-06-20,3100000000000.0
India,UK,2022,export,288816,Chemicals,2826206231.0,2022-07-14,3100000000000.0
UK,India,2022,import,288816,Chemicals,3446674118.0,2022-07-14,3100000000000.0
India,UK,2022,export,535782,Textiles,1640869371.0,2022-06-26,3100000000000.0
UK,India,2022,import,535782,Textiles,1949974024.0,2022-06-26,3100000000000.0
India,UK,2023,export,850652,Electronics,190512925.0,2024-03-27,3100000000000.0
UK,India,2023,import,850652,Electronics,231593346.0,2024-03-27,3100000000000.0
India,UK,2023,export,288809,Chemicals,3719616017.0,2023-07-16,3100000000000.0
UK,India,2023,import,288809,Chemicals,4563785164.0,2023-07-16,3100000000000.0
India,UK,2023,export,534176,Textiles,1065029410.0,2023-10-10,3100000000000.0
UK,India,2023,import,534176,Textiles,1342690604.0,2023-10-10,3100000000000.0
India,Canada,2019,export,509512,Textiles,16197142.0,2019-04-20,3100000000000.0
Canada,India,2019,import,509512,Textiles,16927385.0,2019-04-20,3100000000000.0
India,Canada,2020,export,842982,Machinery,4345369003.0,2020-04-06,3100000000000.0
Canada,India,2020,import,842982,Machinery,4559037666.0,2020-04-06,3100000000000.0
India,Canada,2020,export,78947,Electronics,2448245793.0,2020-11-02,3100000000000.0
Canada,India,2020,import,78947,Electronics,2428456443.0,2020-11-02,3100000000000.0
India,Canada,2020,export,875801,Vehicles,533976255.0,2020-02-08,3100000000000.0
Canada,India,2020,import,875801,Vehicles,573386279.0,2020-02-08,3100000000000.0
India,Canada,2020,export,285442,Chemicals,4256991185.0,2021-01-08,3100000000000.0
Canada,India,2020,import,285442,Chemicals,4405566438.0,2021-01-08,3100000000000.0
India,Canada,2020,export,525852,Textiles,4230036239.0,2020-03-19,3100000000000.0
Canada,India,2020,import,525852,Textiles,4356380795.0,2020-03-19,3100000000000.0
India,Canada,2021,export,292183,Chemicals,2013901257.0,2022-01-13,3100000000000.0
Canada,India,2021,import,292183,Chemicals,1995541433.0,2022-01-13,3100000000000.0
India,Canada,2022,export,847133,Machinery,516015563.0,2022-10-24,3100000000000.0
Canada,India,2022,import,847133,Machinery,531713383.0,2022-10-24,3100000000000.0
India,Canada,2022,export,871362,Vehicles,2014950636.0,2022-10-06,3100000000000.0
Canada,India,2022,import,871362,Vehicles,1982113623.0,2022-10-06,3100000000000.0
India,Canada,2022,export,283079,Chemicals,4088739519.0,2022-04-23,3100000000000.0
Canada,India,2022,import,283079,Chemicals,4236052466.0,2022-04-23,3100000000000.0
India,Canada,2022,export,506888,Textiles,1193164480.0,2022-06-24,3100000000000.0
Canada,India,2022,import,506888,Textiles,1184339699.0,2022-06-24,3100000000000.0
India,Canada,2023,export,847643,Machinery,2288915868.0,2024-01-04,3100000000000.0
Canada,India,2023,import,847643,Machinery,2357073559.0,2024-01-04,3100000000000.0
India,Canada,2023,export,874236,Vehicles,4510736489.0,2023-02-13,3100000000000.0
Canada,India,2023,import,874236,Vehicles,4435087370.0,2023-02-13,3100000000000.0
India,Canada,2023,export,502062,Textiles,2830046959.0,2023-04-07,3100000000000.0
Canada,India,2023,import,502062,Textiles,3084676281.0,2023-04-07,3100000000000.0
India,Australia,2019,export,850927,Electronics,66870515.0,2019-07-20,3100000000000.0
Australia,India,2019,import,850927,Electronics,69439132.0,2019-07-20,3100000000000.0
India,Australia,2019,export,871805,Vehicles,3527923897.0,2019-12-12,3100000000000.0
Australia,India,2019,import,871805,Vehicles,3650799645.0,2019-12-12,3100000000000.0
India,Australia,2019,export,281566,Chemicals,851265447.0,2019-06-17,3100000000000.0
Australia,India,2019,import,281566,Chemicals,867016895.0,2019-06-17,3100000000000.0
India,Australia,2020,export,286698,Chemicals,3648492659.0,2020-09-01,3100000000000.0
Australia,India,2020,import,286698,Chemicals,3913945359.0,2020-09-01,3100000000000.0
India,Australia,2020,export,516134,Textiles,3709067489.0,2021-03-13,3100000000000.0
Australia,India,2020,import,516134,Textiles,3951670083.0,2021-03-13,3100000000000.0
India,Australia,2021,export,848171,Machinery,3748668877.0,2021-02-10,3100000000000.0
Australia,India,2021,import,848171,Machinery,3836534770.0,2021-02-10,3100000000000.0
India,Australia,2021,export,854447,Electronics,128882070.0,2021-10-02,3100000000000.0
Australia,India,2021,import,854447,Electronics,137480126.0,2021-10-02,3100000000000.0
India,Australia,2021,export,878065,Vehicles,4126653481.0,2022-01-27,3100000000000.0
Australia,India,2021,import,878065,Vehicles,4470630987.0,2022-01-27,3100000000000.0
India,Australia,2021,export,280298,Chemicals,4552082476.0,2022-01-21,3100000000000.0
Australia,India,2021,import,280298,Chemicals,4541252980.0,2022-01-21,3100000000000.0
India,Australia,2022,export,840388,Machinery,2901620467.0,2023-02-02,3100000000000.0
Australia,India,2022,import,840388,Machinery,2883027408.0,2023-02-02,3100000000000.0
India,Australia,2022,export,852316,Electronics,514933408.0,2022-06-07,3100000000000.0
Australia,India,2022,import,852316,Electronics,523300157.0,2022-06-07,3100000000000.0
India,Australia,2022,export,878708,Vehicles,1563849231.0,2022-03-19,3100000000000.0
Australia,India,2022,import,878708,Vehicles,1711523128.0,2022-03-19,3100000000000.0
India,Australia,2022,export,295831,Chemicals,1523466969.0,2022-03-11,3100000000000.0
Australia,India,2022,import,295831,Chemicals,1641935319.0,2022-03-11,3100000000000.0
India,Australia,2022,export,538449,Textiles,1901914326.0,2023-02-10,3100000000000.0
Australia,India,2022,import,538449,Textiles,2061141737.0,2023-02-10,3100000000000.0
India,Australia,2023,export,851043,Electronics,3782363782.0,2024-02-15,3100000000000.0
Australia,India,2023,import,851043,Electronics,4010757651.0,2024-02-15,3100000000000.0
India,Australia,2023,export,873858,Vehicles,2331718267.0,2023-04-26,3100000000000.0
Australia,India,2023,import,873858,Vehicles,2469953251.0,2023-04-26,3100000000000.0
India,Australia,2023,export,297011,Chemicals,890758903.0,2023-08-04,3100000000000.0
Australia,India,2023,import,297011,Chemicals,895880628.0,2023-08-04,3100000000000.0
Brazil,Germany,2019,export,847162,Machinery,1958900682.0,2019-01-26,1900000000000.0
Germany,Brazil,2019,import,847162,Machinery,2107818559.0,2019-01-26,1900000000000.0
Brazil,Germany,2019,export,851151,Electronics,2558199590.0,2019-02-15,1900000000000.0
Germany,Brazil,2019,import,851151,Electronics,2685845773.0,2019-02-15,1900000000000.0
Brazil,Germany,2019,export,538224,Textiles,4241523345.0,2020-03-21,1900000000000.0
Germany,Brazil,2019,import,538224,Textiles,4587544306.0,2020-03-21,1900000000000.0
Brazil,Germany,2020,export,840729,Machinery,4348258306.0,2021-01-25,1900000000000.0
Germany,Brazil,2020,import,840729,Machinery,4679912785.0,2021-01-25,1900000000000.0
Brazil,Germany,2020,export,859154,Electronics,1463904245.0,2020-02-21,1900000000000.0
Germany,Brazil,2020,import,859154,Electronics,1606098570.0,2020-02-21,1900000000000.0
Brazil,Germany,2020,export,284064,Chemicals,4141281698.0,2020-10-20,1900000000000.0
Germany,Brazil,2020,import,284064,Chemicals,4462070377.0,2020-10-20,1900000000000.0
Brazil,Germany,2020,export,525310,Textiles,4440892462.0,2020-01-10,1900000000000.0
Germany,Brazil,2020,import,525310,Textiles,4444750394.0,2020-01-10,1900000000000.0
Brazil,Germany,2021,export,844764,Machinery,2817519698.0,2021-10-11,1900000000000.0
Germany,Brazil,2021,import,844764,Machinery,3003111527.0,2021-10-11,1900000000000.0
Brazil,Germany,2021,export,875475,Vehicles,1626661932.0,2021-09-06,1900000000000.0
Germany,Brazil,2021,import,875475,Vehicles,1742544850.0,2021-09-06,1900000000000.0
Brazil,Germany,2021,export,296716,Chemicals,3847193432.0,2021-03-08,1900000000000.0
Germany,Brazil,2021,import,296716,Chemicals,3854948808.0,2021-03-08,1900000000000.0
Brazil,Germany,2022,export,848072,Machinery,3977253257.0,2022-04-07,1900000000000.0
Germany,Brazil,2022,import,848072,Machinery,4171462788.0,2022-04-07,1900000000000.0
Brazil,Germany,2022,export,859026,Electronics,4145964294.0,2022-10-03,1900000000000.0
Germany,Brazil,2022,import,859026,Electronics,4172340538.0,2022-10-03,1900000000000.0
Brazil,Germany,2022,export,874937,Vehicles,123322578.0,2022-12-04,1900000000000.0
Germany,Brazil,2022,import,874937,Vehicles,127185713.0,2022-12-04,1900000000000.0
Brazil,Germany,2022,export,299348,Chemicals,2322281909.0,2022-04-19,1900000000000.0
Germany,Brazil,2022,import,299348,Chemicals,2512637831.0,2022-04-19,1900000000000.0
Brazil,Germany,2022,export,536405,Textiles,4564173027.0,2023-03-26,1900000000000.0
Germany,Brazil,2022,import,536405,Textiles,4491494053.0,2023-03-26,1900000000000.0
Brazil,Germany,2023,export,856973,Electronics,2092766583.0,2023-07-20,1900000000000.0
Germany,Brazil,2023,import,856973,Electronics,2119456731.0,2023-07-20,1900000000000.0
Brazil,Germany,2023,export,291458,Chemicals,2832747994.0,2023-08-12,1900000000000.0
Germany,Brazil,2023,import,291458,Chemicals,3061907590.0,2023-08-12,1900000000000.0
Brazil,France,2019,export,843927,Machinery,293669222.0,2019-12-24,1900000000000.0
France,Brazil,2019,import,843927,Machinery,371529338.0,2019-12-24,1900000000000.0
Brazil,France,2019,export,856750,Electronics,1249604218.0,2019-01-26,1900000000000.0
France,Brazil,2019,import,856750,Electronics,1562112214.0,2019-01-26,1900000000000.0
Brazil,France,2019,export,876510,Vehicles,2248952148.0,2019-01-22,1900000000000.0
France,Brazil,2019,import,876510,Vehicles,2694461478.0,2019-01-22,1900000000000.0
Brazil,France,2019,export,286697,Chemicals,4733636337.0,2019-05-22,1900000000000.0
France,Brazil,2019,import,286697,Chemicals,6375035711.0,2019-05-22,1900000000000.0
Brazil,France,2020,export,847937,Machinery,1597175521.0,2020-12-29,1900000000000.0
France,Brazil,2020,import,847937,Machinery,2055445701.0,2020-12-29,1900000000000.0
Brazil,France,2020,export,283530,Chemicals,2537283750.0,2020-06-15,1900000000000.0
France,Brazil,2020,import,283530,Chemicals,3077720021.0,2020-06-15,1900000000000.0
Brazil,France,2021,export,842851,Machinery,3356683297.0,2021-07-01,1900000000000.0
France,Brazil,2021,import,842851,Machinery,4443674260.0,2021-07-01,1900000000000.0
Brazil,France,2021,export,859423,Electronics,213668508.0,2021-05-02,1900000000000.0
France,Brazil,2021,import,859423,Electronics,260278203.0,2021-05-02,1900000000000.0
Brazil,France,2021,export,876679,Vehicles,3002327696.0,2021-12-26,1900000000000.0
France,Brazil,2021,import,876679,Vehicles,3779443250.0,2021-12-26,1900000000000.0
Brazil,France,2021,export,293989,Chemicals,882017806.0,2021-04-11,1900000000000.0
France,Brazil,2021,import,293989,Chemicals,1089947321.0,2021-04-11,1900000000000.0
Brazil,France,2022,export,848290,Machinery,4688895827.0,2022-12-08,1900000000000.0
France,Brazil,2022,import,848290,Machinery,5652768283.0,2022-12-08,1900000000000.0
Brazil,France,2022,export,878389,Vehicles,3902944615.0,2022-10-11,1900000000000.0
France,Brazil,2022,import,878389,Vehicles,5048683458.0,2022-10-11,1900000000000.0
Brazil,France,2022,export,290164,Chemicals,3750709233.0,2022-05-23,1900000000000.0
France,Brazil,2022,import,290164,Chemicals,4578352255.0,2022-05-23,1900000000000.0
Brazil,France,2022,export,66897,Textiles,2259548177.0,2022-05-05,1900000000000.0
France,Brazil,2022,import,66897,Textiles,2963389812.0,2022-05-05,1900000000000.0
Brazil,France,2023,export,855009,Electronics,3402163946.0,2023-05-30,1900000000000.0
France,Brazil,2023,import,855009,Electronics,4328045928.0,2023-05-30,1900000000000.0
Brazil,France,2023,export,873150,Vehicles,659525106.0,2023-12-01,1900000000000.0
France,Brazil,2023,import,873150,Vehicles,851679224.0,2023-12-01,1900000000000.0
Brazil,France,2023,export,297688,Chemicals,195908568.0,2023-04-24,1900000000000.0
France,Brazil,2023,import,297688,Chemicals,253665656.0,2023-04-24,1900000000000.0
Brazil,USA,2019,export,846228,Machinery,4004808630.0,2019-06-11,1900000000000.0
