record_index,reporting_country,partner_country,year,issue_type,field,value,note
2888,India,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,1021317363.0 vs 4152699520.0,"Gap of 306.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2890,India,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,1021317363.0 vs 2414015721.0,"Gap of 136.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2891,India,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,2309482231.0 vs 675031752.0,"Gap of 70.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2892,India,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,2309482231.0 vs 3701497715.0,"Gap of 60.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2893,India,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,2309482231.0 vs 4152699520.0,"Gap of 79.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2894,India,Brazil,2021,large_mirror_statistics_gap,trade_value_usd,2309482231.0 vs 1096378401.0,"Gap of 52.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2897,India,Brazil,2022,large_mirror_statistics_gap,trade_value_usd,84797099.0 vs 3454400079.0,"Gap of 3973.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2898,India,Brazil,2022,large_mirror_statistics_gap,trade_value_usd,84797099.0 vs 238911685.0,"Gap of 181.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2899,India,Brazil,2022,large_mirror_statistics_gap,trade_value_usd,3449152467.0 vs 85128298.0,"Gap of 97.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2901,India,Brazil,2022,large_mirror_statistics_gap,trade_value_usd,3449152467.0 vs 238911685.0,"Gap of 93.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2902,India,Brazil,2022,large_mirror_statistics_gap,trade_value_usd,228900117.0 vs 85128298.0,"Gap of 62.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2903,India,Brazil,2022,large_mirror_statistics_gap,trade_value_usd,228900117.0 vs 3454400079.0,"Gap of 1409.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2906,India,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,1128173499.0 vs 2643425796.0,"Gap of 134.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2908,India,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,2660872884.0 vs 1203473379.0,"Gap of 54.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2910,India,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,2660872884.0 vs 1085429725.0,"Gap of 59.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2912,India,Brazil,2023,large_mirror_statistics_gap,trade_value_usd,1089283627.0 vs 2643425796.0,"Gap of 142.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2914,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2525456313.0 vs 3317872804.0,"Gap of 31.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2915,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2525456313.0 vs 3593932676.0,"Gap of 42.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2916,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2525456313.0 vs 5490558773.0,"Gap of 117.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2917,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2525456313.0 vs 5339039089.0,"Gap of 111.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2918,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2525456313.0 vs 3261028499.0,"Gap of 29.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2919,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2724596971.0 vs 3317872804.0,"Gap of 21.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2920,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2724596971.0 vs 3593932676.0,"Gap of 31.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2921,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2724596971.0 vs 5490558773.0,"Gap of 101.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2922,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2724596971.0 vs 5339039089.0,"Gap of 96.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2923,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2724596971.0 vs 3261028499.0,"Gap of 19.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2924,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4476126770.0 vs 3317872804.0,"Gap of 25.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2925,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4476126770.0 vs 3593932676.0,"Gap of 19.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2926,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4476126770.0 vs 5490558773.0,"Gap of 22.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2927,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4476126770.0 vs 5339039089.0,"Gap of 19.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2928,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4476126770.0 vs 3261028499.0,"Gap of 27.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2929,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4011898864.0 vs 3317872804.0,"Gap of 17.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2931,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4011898864.0 vs 5490558773.0,"Gap of 36.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2932,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4011898864.0 vs 5339039089.0,"Gap of 33.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2933,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,4011898864.0 vs 3261028499.0,"Gap of 18.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2934,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2676662790.0 vs 3317872804.0,"Gap of 24.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2935,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2676662790.0 vs 3593932676.0,"Gap of 34.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2936,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2676662790.0 vs 5490558773.0,"Gap of 105.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2937,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2676662790.0 vs 5339039089.0,"Gap of 99.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2938,India,UK,2019,large_mirror_statistics_gap,trade_value_usd,2676662790.0 vs 3261028499.0,"Gap of 21.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2939,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,959040387.0 vs 1176876870.0,"Gap of 22.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2940,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,959040387.0 vs 525417110.0,"Gap of 45.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2941,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,959040387.0 vs 3461618280.0,"Gap of 260.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2942,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,429889911.0 vs 1176876870.0,"Gap of 173.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2943,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,429889911.0 vs 525417110.0,"Gap of 22.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2944,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,429889911.0 vs 3461618280.0,"Gap of 705.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2945,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,2886924363.0 vs 1176876870.0,"Gap of 59.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2946,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,2886924363.0 vs 525417110.0,"Gap of 81.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2947,India,UK,2020,large_mirror_statistics_gap,trade_value_usd,2886924363.0 vs 3461618280.0,"Gap of 19.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2948,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2492223672.0 vs 3264475152.0,"Gap of 31.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2950,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2492223672.0 vs 357345725.0,"Gap of 85.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2951,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2492223672.0 vs 3306244803.0,"Gap of 32.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2952,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2072702141.0 vs 3264475152.0,"Gap of 57.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2953,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2072702141.0 vs 2616060994.0,"Gap of 26.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2954,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2072702141.0 vs 357345725.0,"Gap of 82.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2955,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2072702141.0 vs 3306244803.0,"Gap of 59.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2956,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,290968014.0 vs 3264475152.0,"Gap of 1021.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2957,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,290968014.0 vs 2616060994.0,"Gap of 799.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2958,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,290968014.0 vs 357345725.0,"Gap of 22.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2959,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,290968014.0 vs 3306244803.0,"Gap of 1036.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2960,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2586904187.0 vs 3264475152.0,"Gap of 26.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2962,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2586904187.0 vs 357345725.0,"Gap of 86.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2963,India,UK,2021,large_mirror_statistics_gap,trade_value_usd,2586904187.0 vs 3306244803.0,"Gap of 27.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2964,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,61534334.0 vs 77332623.0,"Gap of 25.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2965,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,61534334.0 vs 2274405643.0,"Gap of 3596.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2966,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,61534334.0 vs 4580360248.0,"Gap of 7343.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2967,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,61534334.0 vs 3446674118.0,"Gap of 5501.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2968,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,61534334.0 vs 1949974024.0,"Gap of 3068.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2969,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1777948108.0 vs 77332623.0,"Gap of 95.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2970,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1777948108.0 vs 2274405643.0,"Gap of 27.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2971,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1777948108.0 vs 4580360248.0,"Gap of 157.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2972,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1777948108.0 vs 3446674118.0,"Gap of 93.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2974,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,3827469469.0 vs 77332623.0,"Gap of 98.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2975,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,3827469469.0 vs 2274405643.0,"Gap of 40.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2976,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,3827469469.0 vs 4580360248.0,"Gap of 19.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2978,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,3827469469.0 vs 1949974024.0,"Gap of 49.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2979,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,2826206231.0 vs 77332623.0,"Gap of 97.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2980,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,2826206231.0 vs 2274405643.0,"Gap of 19.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2981,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,2826206231.0 vs 4580360248.0,"Gap of 62.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2982,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,2826206231.0 vs 3446674118.0,"Gap of 22.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2983,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,2826206231.0 vs 1949974024.0,"Gap of 31.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2984,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1640869371.0 vs 77332623.0,"Gap of 95.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2985,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1640869371.0 vs 2274405643.0,"Gap of 38.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2986,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1640869371.0 vs 4580360248.0,"Gap of 179.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2987,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1640869371.0 vs 3446674118.0,"Gap of 110.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2988,India,UK,2022,large_mirror_statistics_gap,trade_value_usd,1640869371.0 vs 1949974024.0,"Gap of 18.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2989,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,190512925.0 vs 231593346.0,"Gap of 21.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2990,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,190512925.0 vs 4563785164.0,"Gap of 2295.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2991,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,190512925.0 vs 1342690604.0,"Gap of 604.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2992,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,3719616017.0 vs 231593346.0,"Gap of 93.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2993,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,3719616017.0 vs 4563785164.0,"Gap of 22.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2994,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,3719616017.0 vs 1342690604.0,"Gap of 63.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2995,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,1065029410.0 vs 231593346.0,"Gap of 78.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2996,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,1065029410.0 vs 4563785164.0,"Gap of 328.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
2997,India,UK,2023,large_mirror_statistics_gap,trade_value_usd,1065029410.0 vs 1342690604.0,"Gap of 26.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3000,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,4345369003.0 vs 2428456443.0,"Gap of 44.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3001,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,4345369003.0 vs 573386279.0,"Gap of 86.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3004,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,2448245793.0 vs 4559037666.0,"Gap of 86.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3006,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,2448245793.0 vs 573386279.0,"Gap of 76.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3007,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,2448245793.0 vs 4405566438.0,"Gap of 79.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3008,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,2448245793.0 vs 4356380795.0,"Gap of 77.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3009,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,533976255.0 vs 4559037666.0,"Gap of 753.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3010,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,533976255.0 vs 2428456443.0,"Gap of 354.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3012,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,533976255.0 vs 4405566438.0,"Gap of 725.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3013,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,533976255.0 vs 4356380795.0,"Gap of 715.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3015,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,4256991185.0 vs 2428456443.0,"Gap of 43.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3016,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,4256991185.0 vs 573386279.0,"Gap of 86.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3020,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,4230036239.0 vs 2428456443.0,"Gap of 42.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3021,India,Canada,2020,large_mirror_statistics_gap,trade_value_usd,4230036239.0 vs 573386279.0,"Gap of 86.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3026,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,516015563.0 vs 1982113623.0,"Gap of 284.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3027,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,516015563.0 vs 4236052466.0,"Gap of 720.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3028,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,516015563.0 vs 1184339699.0,"Gap of 129.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3029,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,2014950636.0 vs 531713383.0,"Gap of 73.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3031,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,2014950636.0 vs 4236052466.0,"Gap of 110.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3032,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,2014950636.0 vs 1184339699.0,"Gap of 41.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3033,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,4088739519.0 vs 531713383.0,"Gap of 87.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3034,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,4088739519.0 vs 1982113623.0,"Gap of 51.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3036,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,4088739519.0 vs 1184339699.0,"Gap of 71.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3037,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,1193164480.0 vs 531713383.0,"Gap of 55.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3038,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,1193164480.0 vs 1982113623.0,"Gap of 66.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3039,India,Canada,2022,large_mirror_statistics_gap,trade_value_usd,1193164480.0 vs 4236052466.0,"Gap of 255.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3042,India,Canada,2023,large_mirror_statistics_gap,trade_value_usd,2288915868.0 vs 4435087370.0,"Gap of 93.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3043,India,Canada,2023,large_mirror_statistics_gap,trade_value_usd,2288915868.0 vs 3084676281.0,"Gap of 34.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3044,India,Canada,2023,large_mirror_statistics_gap,trade_value_usd,4510736489.0 vs 2357073559.0,"Gap of 47.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3046,India,Canada,2023,large_mirror_statistics_gap,trade_value_usd,4510736489.0 vs 3084676281.0,"Gap of 31.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3047,India,Canada,2023,large_mirror_statistics_gap,trade_value_usd,2830046959.0 vs 2357073559.0,"Gap of 16.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3048,India,Canada,2023,large_mirror_statistics_gap,trade_value_usd,2830046959.0 vs 4435087370.0,"Gap of 56.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3051,India,Australia,2019,large_mirror_statistics_gap,trade_value_usd,66870515.0 vs 3650799645.0,"Gap of 5359.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
